assemblyID	tracker_sample_name	correctSpecies	CorrectEcotype	lifeHistory	technology	source	complete	duplicated	fraged	missing	clade	subfamily	tribe	subtribe	wrongSample	lowTABASCO	CHList	QCshortread	dupSample	rhizome_PAV	pacbio	compdup
AN22TNTL091	AN22TNTL091	Saccharum kajkaiense		perennial	Illumina	PanAnd	4321	415	856	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4736
AN22TNTL092	AN22TNTL092	Saccharum sikkimense	Grierson & Long 2834	perennial	Illumina	PanAnd	2971	1106	1515	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4077
AN22TNTL093	AN22TNTL093	Saccharum williamsii	Stainton, Sykes, Williams 4499	perennial	Illumina	PanAnd	5152	105	334	1	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5257
AN22TNTL096	AN22TNTL096	Schizachyrium salzmannii	Welker 357-1	perennial	Illumina	PanAnd	5229	144	213	6	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5373
AN22TNTL105	AN22TNTL105	Urelytrum henrardii	BL Mitchell 12/56	perennial	Illumina	PanAnd	4988	203	395	6	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5191
AN22TNTL108	AN22TNTL108	Andropogon auriculatus	JJFE de Wilde 10116	perennial	Illumina	PanAnd	2922	1470	1197	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4392
AN22TNTL109	AN22TNTL109	Andropogon angustatus	SD Koch, PA Fryxell, D Altman 87217	perennial	Illumina	PanAnd	3126	1137	1326	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4263
AN22TNTL110	AN22TNTL110	Andropogon carinatus	ML Fonseca et al 1223	perennial	Illumina	PanAnd	5161	193	234	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5354
AN22TNTL111	AN22TNTL111	Anatherum eucomum	Dan Turk & M beck 363	perennial	Illumina	PanAnd	1963	2276	1351	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4239
AN22TNTL116	AN22TNTL116	Anatherum mohrii	McDaniel & Brooks 20967		Illumina	PanAnd	5252	142	194	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5394
AN22TNTL118	AN22TNTL118	Andropogon hypogynus	D Alvarenga, RC Mendon�a, MLM Azevedo, E Cardoso, M Aparecida da Silva 1139	perennial	Illumina	PanAnd	1711	2650	1230	1	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4361
AN22TNTL121	AN22TNTL121	Andropogon exaratus	E Zardini, R Vel�zquez 26545	perennial	Illumina	PanAnd	2427	1606	1558	1	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4033
AN22TNTL123	AN22TNTL123	Andropogon chrysostachyus	YS Abeid, S Machaga, S Zabron, G Picton-Phillips 2801	perennial	Illumina	PanAnd	4853	371	364	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5224
AN22TNTL124	AN22TNTL124	Ischaemum rangacharianum	Ravi 24092	annual	Illumina	PanAnd	3679	1000	907	6	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4679
AN22TNTL125	AN22TNTL125	Anatherum curvifolium	P Houngnon, P Agbani, H Yadomonhan 6116	perennial	Illumina	PanAnd	4440	585	562	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5025
AN22TNTL126	AN22TNTL126	Bothriochloa hirtifolia	Sanchez-Ken 209	perennial	Illumina	PanAnd	1654	3095	841	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4749
AN22TNTL128	AN22TNTL128	Dichanthium caricosum	P Peterson, RJ Soreng, K Romaschenko 23816	perennial	Illumina	PanAnd	1742	2811	1038	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4553
AN22TNTL130	AN22TNTL130	Elionurus bilinguis	William R Anderson 9410	perennial	Illumina	PanAnd	3216	735	1633	8	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3951
AN22TNTL132	AN22TNTL132	Hyparrhenia nyassae	Pasquet 1168	perennial	Illumina	PanAnd	2893	1355	1341	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4248
AN22TNTL133	AN22TNTL133	Mnesithea mollicoma	P Traiperm & Layton 556	perennial	Illumina	PanAnd	5357	114	117	4	PACMAD	Panicoideae	Andropogoneae	Ratzeburgiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5471
AN22TNTL134	AN22TNTL134	Themeda arguens	P Traiperm, M Norsaengsri, W Chaisongkram, Layton 595	annual	Illumina	PanAnd	3008	1534	1048	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4542
AN22TNTL141	AN22TNTL141	Saccharum asperum	HS Irwin et al 12544	perennial	Illumina	PanAnd	1570	3067	955	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4637
AN22TNTL143	AN22TNTL143	Rhytachne megastachya	CCH Jongkind 8333	perennial	Illumina	PanAnd	4061	683	840	8	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4744
AN22TNTL144	AN22TNTL144	Sehima nervosa	ID Cowie 12012		Illumina	PanAnd	5047	256	280	9	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5303
AN22TNTL146	AN22TNTL146	Schizachyrium gracile	WE Harmon, JD Dwyer 2795	perennial	Illumina	PanAnd	968	4060	562	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5028
AN22TNTL147	AN22TNTL147	Sorghastrum viride	JR Swallen 8617	perennial	Illumina	PanAnd	5178	120	288	6	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5298
AN22TNTL148	AN22TNTL148	Sorghastrum incompletum	ML Fonseca, RC Mendon�a, BAS Pereira, E Cardoso	annual	Illumina	PanAnd	5345	111	132	4	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5456
AN22TNTL149	AN22TNTL149	Anadelphia trispiculata	J.K. Morton SL1422	perennial	Illumina	PanAnd	4419	601	561	11	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5020
AN22TNTL151	AN22TNTL151	Ischaemum nativitatis	Powell 1310	perennial	Illumina	PanAnd	1253	3467	871	1	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4720
AN22TNTL152	AN22TNTL152	Sorghum versicolor	P Kuchar 24498	annual or perennial	Illumina	PanAnd	5241	119	226	6	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5360
AN22TNTL154	AN22TNTL154	Thaumastochloa major	ID Cowie 12384	annual	Illumina	PanAnd	5372	118	92	10	PACMAD	Panicoideae	Andropogoneae	Ratzeburgiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5490
AN22TNTL158	AN22TNTL158	Schizachyrium cubense	EL Ekman 12147	perennial	Illumina	PanAnd	1697	3230	663	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4927
AN22TNTL159	AN22TNTL159	Schizachyrium kwiluense	H Vanderyst 4724	perennial	Illumina	PanAnd	4155	713	719	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4868
AN22TNTL160	AN22TNTL160	Sehima sulcata	Duthie 9968		Illumina	PanAnd	3503	1058	1022	9	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4561
AN22TNTL163	AN22TNTL163	Microstegium delicatulum	CE Parkinson 8712	annual	Illumina	PanAnd	4535	239	806	12	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4774
AN22TNTL164	AN22TNTL164	Rottboellia impressa	EL Ekman 1025		Illumina	PanAnd	5358	99	130	5	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5457
AN22TNTL169	AN22TNTL169	Bothriochloa campii	Laegaard 19758	perennial	Illumina	PanAnd	1717	2570	1304	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4287
AN22TNTL170	AN22TNTL170	Arthraxon prionodes	RJ Rodin 5582	perennial	Illumina	PanAnd	2423	1835	1331	3	PACMAD	Panicoideae	Andropogoneae	Arthraxoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4258
AN22TNTL171	AN22TNTL171	Andropogon crossotos	E. Bisset 177	perennial	Illumina	PanAnd	4667	427	493	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5094
APGP_CSIRO_Lrig_0.1		Lolium rigidum	FL_2022	annual	Oxford Nanopore PromethION; Oxford Nanopore MinION	NCBI	1739	3482	217	154	BOP	Pooideae	Poeae	Loliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5221
ASEM_AUS1_V1.0		Alloteropsis semialata	AUS1-1	perennial	Illumina HiSeq; PacBio	NCBI	4799	407	210	176	PACMAD	Panicoideae	Paniceae	Boivinellinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5206
ASM1103853v1		Phyllostachys edulis	ICBR2013	perennial	Illumina HiSeq	NCBI	1444	4046	67	35	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5490
ASM1179987v1		Thinopyrum elongatum	D-3458	perennial	Illumina HiSeq; PacBio Sequel	NCBI	4419	748	243	182	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5167
ASM1293433v1		Setaria viridis	ME034v	annual	Oxford Nanopore MinION; Illumina	NCBI	5568	18	1	5	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5586
ASM151433v2		Oryza longistaminata	RD23	perennial	Illumina GAII; Illumina HiSeq; 454	NCBI	4742	503	249	98	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5245
ASM160227v1		Zoysia japonica	Nagirizaki	perennial	Illumina HiSeq2000; Illumina MiSeq	NCBI	3300	2123	99	70	PACMAD	Chloridoideae	Zoysieae	Zoysiinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5423
ASM160229v1		Zoysia matrella	Wakaba	perennial	Illumina HiSeq2000; Illumina MiSeq	NCBI	1111	4223	185	73	PACMAD	Chloridoideae	Zoysieae	Zoysiinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5334
ASM160231v1		Zoysia pacifica	Zanpa	perennial	Illumina HiSeq2000; Illumina MiSeq	NCBI	2924	2490	109	69	PACMAD	Chloridoideae	Zoysieae	Zoysiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5414
ASM163321v2		Dichanthelium oligosanthes	Kellogg 1175	perennial	Illumina HiSeq	NCBI	5280	103	151	58	PACMAD	Panicoideae	Paniceae	Dichantheliinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5383
ASM165260v1		Setaria italica	TT8	annual	454; Illumina HiSeq; Illumina MiSeq	NCBI	4980	585	7	20	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5565
ASM174212v1		Brachypodium distachyon	ABR6	annual	Illumina HiSeq	NCBI	4197	312	867	216	BOP	Pooideae	Brachypodieae	Brachypodiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4509
ASM1813568v1		Themeda triandra	sf006	perennial	Oxford Nanopore MinION	NCBI	4604	973	10	5	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5577
ASM1927943v1		Zizania palustris	Itasca-C12	annual	PacBio	NCBI	2779	2406	227	180	BOP	Oryzoideae	Oryzeae	Zizaniinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5185
ASM1932011v1		Miscanthus floridulus	M001	perennial	PacBio Sequel; Illumina HiSeq	NCBI	781	4765	26	20	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5546
ASM1935983v1		Pharus latifolius	CRB341	perennial	PacBio Sequel	NCBI	3982	971	374	265	outgroup	Pharoideae	Phareae		TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	4953
ASM2063173v1		Saccharum officinarum	LA-purple	perennial	PacBio RSII; Illumina	NCBI	0	5590	1	1	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5590
ASM2073952v1		Cenchrus americanus	PI521612	annual	PacBio	NCBI	4819	657	48	68	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5476
ASM2073956v1		Cenchrus americanus	PI537069	annual	PacBio	NCBI	5198	284	46	64	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5482
ASM2073957v1		Cenchrus americanus	PI583800	annual	PacBio	NCBI	5072	344	69	107	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5416
ASM2073958v1		Cenchrus americanus	Tifleaf 3	annual	PacBio	NCBI	4731	674	71	116	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5405
ASM2143724v1		Aegilops speltoides	TS01	annual	Oxford Nanopore PromethION	NCBI	4332	710	284	266	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5042
ASM2160518v1		Aegilops searsii	TE01	annual	Oxford Nanopore PromethION	NCBI	4277	758	294	263	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5035
ASM2160520v1		Aegilops longissima	TL01	annual	Oxford Nanopore PromethION	NCBI	4020	1012	292	268	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5032
ASM2164183v1		Aegilops sharonensis	TH01	annual	Oxford Nanopore PromethION	NCBI	3983	1044	290	275	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5027
ASM218045v1		Eleusine coracana	coracana_ML-365	annual	Illumina NextSeq; Illumina HiSeq; SOLiD	NCBI	874	4364	318	36	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5238
ASM2245720v1		Saccharum spontaneum	Np-X	perennial	Illumina; PacBio	NCBI	17	5575	0	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5592
ASM2249601v1		Hordeum marinum	H559	annual	PacBio Sequel; Illumina	NCBI	4566	579	245	202	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5145
ASM2253091v1		Paspalum notatum	China_baixicao-1	perennial	PacBio	NCBI	5363	186	27	16	PACMAD	Panicoideae	Paspaleae	Paspalinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5549
ASM2264469v1		Cenchrus purpureus	elephant grass	perennial	Oxford Nanopore PromethION	NCBI	188	5398	5	1	PACMAD	Panicoideae	Paniceae	Cenchrinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5586
ASM2270932v1		Eleusine indica	EC516245	annual	Illumina	NCBI	5172	267	106	47	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5439
ASM2333362v1		Bothriochloa decipiens	Australia_COB1_7	perennial	Illumina HiSeq	NCBI	497	5058	26	11	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5555
ASM2361440v1		Avena insularis	CN 108634	annual	PromethION	NCBI	279	4960	196	157	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5239
ASM2364667v1		Avena sativa	Sanfensan	annual	PromethION	NCBI	110	5135	198	149	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5245
ASM2511822v1		Echinochloa crus-galli	STB08	annual	Illumina HiSeq; PacBio	NCBI	492	5075	20	5	PACMAD	Panicoideae	Paniceae	Boivinellinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5567
ASM2560326v1		Themeda triandra	TtPh16-4	perennial	PacBio Sequel	NCBI	3681	1247	457	207	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	4928
ASM2779001v1		Cymbopogon flexuosus	SLK_2022	perennial	Illumina HiSeq	NCBI	4746	120	724	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4866
ASM289229v1		Brachypodium distachyon	BdTR13k	annual	Illumina HiSeq	NCBI	4366	373	666	187	BOP	Pooideae	Brachypodieae	Brachypodiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4739
ASM289233v1		Brachypodium distachyon	BdTR10h	annual	Illumina HiSeq	NCBI	4458	378	577	179	BOP	Pooideae	Brachypodieae	Brachypodiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4836
ASM289264v1		Dactylis glomerata	2006-1	perennial	Illumina HiSeq	NCBI	4319	494	605	174	BOP	Pooideae	Poeae	Dactylidinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4813
ASM2944929v1		Zea luxurians	PI422162	annual	PacBio	NCBI	1153	4437	2	0	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5590
ASM3006302v1		Avena longiglumis	447	annual	Illumina NovaSeq; Oxford Nanopore PromethION	NCBI	3848	1258	264	222	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5106
ASM3037835v1		Eleusine indica	GLY-S	annual	PacBio RSII	NCBI	5213	264	71	44	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5477
ASM3041176v1		Eleusine indica	GLY-R	annual	PacBio RSII	NCBI	5216	261	70	45	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5477
ASM3077008v1		Oryza coarctata	Oco-Bangladesh	perennial	PacBio	NCBI	1319	4023	162	88	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5342
ASM3246443v1		Aegilops umbellulata	TA1851	annual	PacBio Sequel	NCBI	4482	686	245	179	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5168
ASM3323972v1		Echinochloa phyllopogon	R511	annual	PacBio Sequel IIe	NCBI	108	5473	6	5	PACMAD	Panicoideae	Paniceae	Boivinellinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5581
ASM3354695v1		Sorghum bicolor	Hongyingzi	annual	Oxford Nanopore PromethION; PacBio Sequel; HiC	NCBI	5584	8	0	0	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5592
ASM3354697v1		Sorghum bicolor	Huandiaonuo	annual	Oxford Nanopore PromethION; PacBio Sequel; HiC	NCBI	5582	10	0	0	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5592
ASM336985v1		Eleusine indica	HZ-2018	annual	Illumina HiSeq	NCBI	5157	275	113	47	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5432
ASM399144v1		Oryza meyeriana	granulata_YNKM20150326	perennial	Illumina GAII; PacBio	NCBI	4862	434	188	108	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5296
ASM519143v1		Raddia distichophylla	Brazil_RD-2015	perennial	Illumina HiSeq	NCBI	4680	554	239	119	BOP	Bambusoideae	Olyreae	Olyrinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5234
ASM522336v2		Oryza meyeriana	granulata_Menghai	perennial	Illumina HiSeq	NCBI	4854	477	180	81	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5331
ASM711570v1		Dactylis glomerata	Dgl	perennial	PacBio Sequel	NCBI	4551	657	211	173	BOP	Pooideae	Poeae	Dactylidinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5208
ASM81722v2		Oryza rufipogon	W1943	perennial	Illumina	NCBI	4889	407	199	97	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5296
ASM880805v3		Sporobolus alterniflorus	RG_29706	perennial	Illumina	NCBI	1908	1521	2090	73	PACMAD	Chloridoideae	Zoysieae	Sporobolinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3429
ASM97063v1		Eragrostis tef	Tsedey (DZ-Cr-37)	annual	Illumina HiSeq; 454	NCBI	1003	4091	453	45	PACMAD	Chloridoideae	Eragrostideae	Eragrostidinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5094
ASM972507v1		Coix aquatica	Daheishan	annual	PacBio Sequel	NCBI	5379	177	21	15	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5556
ASM976338v1		Coix lacryma-jobi	lacryma-jobi_BJ	annual	Illumina HiSeq; PacBio RSII; PacBio Sequel	NCBI	4986	554	29	23	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5540
AT20TN1MCRTL026	AT20TN1MCRTL026	Hyparrhenia bracteata	MSV 1664	perennial	Illumina	PanAnd	2657	1404	1527	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4061
AT20TN1MCRTL029	AT20TN1MCRTL029	Hyparrhenia madaropoda	Reekmans 6922	annual	Illumina	PanAnd	2632	1430	1526	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4062
AT20TN1MCRTL034	AT20TN1MCRTL034	Schizachyrium sanguineum	Liz Makings 3834	perennial	Illumina	PanAnd	1135	2456	1999	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3591
AT20TN1MCRTL038	AT20TN1MCRTL038	Schizachyrium reedii	E.L. Ekman 17186	perennial	Illumina	PanAnd	1247	2189	2155	1	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3436
AT20TN1MCRTL046	AT20TN1MCRTL046	Andropogon kelleri	C.F. Hemming 2168	perennial	Illumina	PanAnd	4405	141	1043	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4546
AT20TN1MCRTL048	AT20TN1MCRTL048	Schizachyrium cirratum	Tellez V. 11596	perennial	Illumina	PanAnd	1748	2220	1622	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3968
AT20TN1MCRTL056	AT20TN1MCRTL056	Hyparrhenia schimperi	K.E. Bennett 283138	perennial	Illumina	PanAnd	2409	1625	1554	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4034
AT20TN1MCRTL070	AT20TN1MCRTL070	Hyparrhenia figariana	M. Reekmans 11042	annual	Illumina	PanAnd	2699	1299	1589	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3998
AT20TS1MCRTL004	AT20TS1MCRTL004	Eremopogon foveolatus	Kellogg PI 302076	perennial	Illumina	PanAnd	2702	1376	1508	6	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4078
AT20TS1MCRTL012	AT20TS1MCRTL012	Zea nicaraguensis	MOBOT	annual	Illumina	PanAnd	3404	922	1265	1	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4326
Av-Kellogg1287_8-REFERENCE-PanAnd-1.0		Anatherum virginicum	Kellogg1287	perennial	PacBio	PanAnd	5345	236	8	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5581
Avena_agadiriana		Avena agadiriana	merged	annual	other_shortread	SRA	2237	1390	1773	192	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3627
Avena_atlantica_CC7277_v1_assembly		Avena atlantica	CC7277	annual	PacBio RSII; PacBio Sequel; llumina Novaseq 6000	NCBI	4529	623	258	182	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5152
Avena_canariensis		Avena canariensis	merged	annual	Illumina	SRA	4378	567	460	187	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4945
